,acronyms,variable,density,role,structure,color
438,PAR,BL20noshock,244.239228595566,no_shock,Hippocampal formation,#edc948
439,POST,BL20noshock,419.596333589199,no_shock,Hippocampal formation,#edc948
440,PRE,BL20noshock,1266.30205656269,no_shock,Hippocampal formation,#edc948
441,SUB,BL20noshock,1029.99827519868,no_shock,Hippocampal formation,#edc948
445,CLA,BL20noshock,164.286694489066,no_shock,Cortical subplate,#59a14f
446,EP,BL20noshock,294.285224623366,no_shock,Cortical subplate,#59a14f
447,LA,BL20noshock,378.791110352772,no_shock,Cortical subplate,#59a14f
448,BLA,BL20noshock,434.56329007932,no_shock,Cortical subplate,#59a14f
449,BMA,BL20noshock,298.510363323649,no_shock,Cortical subplate,#59a14f
452,ACB,BL20noshock,458.593069296939,no_shock,Striatum,#9c755f
456,LS,BL20noshock,443.426559724529,no_shock,Striatum,#9c755f
460,BA,BL20noshock,319.786808794134,no_shock,Striatum,#9c755f
462,IA,BL20noshock,363.326710190181,no_shock,Striatum,#9c755f
463,MEA,BL20noshock,479.226201454946,no_shock,Striatum,#9c755f
468,MSC,BL20noshock,801.563948890719,no_shock,Pallidum,#bab0ac
471,BAC,BL20noshock,1128.85840274375,no_shock,Pallidum,#bab0ac
476,SPF,BL20noshock,1009.61165467005,no_shock,Thalamus,#b07aa1
477,SPA,BL20noshock,86.9928900041816,no_shock,Thalamus,#b07aa1
483,POL,BL20noshock,85.77172213536,no_shock,Thalamus,#b07aa1
488,AM,BL20noshock,254.947410107975,no_shock,Thalamus,#b07aa1
490,IAM,BL20noshock,135.963581183613,no_shock,Thalamus,#b07aa1
491,IAD,BL20noshock,508.57933307826,no_shock,Thalamus,#b07aa1
493,IMD,BL20noshock,136.458758341129,no_shock,Thalamus,#b07aa1
494,MD,BL20noshock,242.788164359562,no_shock,Thalamus,#b07aa1
496,PR,BL20noshock,10.7983465031917,no_shock,Thalamus,#b07aa1
497,PVT,BL20noshock,735.064433905744,no_shock,Thalamus,#b07aa1
498,PT,BL20noshock,2442.70679234118,no_shock,Thalamus,#b07aa1
499,RE,BL20noshock,108.89220936447,no_shock,Thalamus,#b07aa1
501,RH,BL20noshock,36.6377254078813,no_shock,Thalamus,#b07aa1
502,CM,BL20noshock,145.355171076684,no_shock,Thalamus,#b07aa1
513,LH,BL20noshock,808.768093583577,no_shock,Thalamus,#b07aa1
519,ADP,BL20noshock,290.935020946606,no_shock,Hypothalamus,#f28e2b
522,AVPV,BL20noshock,56.9099666543181,no_shock,Hypothalamus,#f28e2b
523,DMH,BL20noshock,1341.45943025169,no_shock,Hypothalamus,#f28e2b
525,MPO,BL20noshock,928.076046365001,no_shock,Hypothalamus,#f28e2b
528,PS,BL20noshock,319.896329893089,no_shock,Hypothalamus,#f28e2b
530,PVp,BL20noshock,224.64898595944,no_shock,Hypothalamus,#f28e2b
537,AHN,BL20noshock,677.216766176856,no_shock,Hypothalamus,#f28e2b
540,SUM,BL20noshock,563.179481057666,no_shock,Hypothalamus,#f28e2b
541,TM,BL20noshock,211.90103927159,no_shock,Hypothalamus,#f28e2b
543,PMd,BL20noshock,391.716821381207,no_shock,Hypothalamus,#f28e2b
544,PMv,BL20noshock,63.8358506697062,no_shock,Hypothalamus,#f28e2b
545,PVHd,BL20noshock,406.793789725958,no_shock,Hypothalamus,#f28e2b
546,VMH,BL20noshock,128.029199642023,no_shock,Hypothalamus,#f28e2b
547,PH,BL20noshock,1218.44094335653,no_shock,Hypothalamus,#f28e2b
548,LHA,BL20noshock,1490.85207460626,no_shock,Hypothalamus,#f28e2b
549,LPO,BL20noshock,1399.73748233858,no_shock,Hypothalamus,#f28e2b
550,PST,BL20noshock,788.732394366197,no_shock,Hypothalamus,#f28e2b
551,PSTN,BL20noshock,282.286898118756,no_shock,Hypothalamus,#f28e2b
555,TU,BL20noshock,419.157712025911,no_shock,Hypothalamus,#f28e2b
556,ZI,BL20noshock,233.653549819697,no_shock,Hypothalamus,#f28e2b
558,SCs,BL20noshock,1013.99253315256,no_shock,Midbrain,#ff9da7
559,IC,BL20noshock,711.558287361624,no_shock,Midbrain,#ff9da7
566,VTA,BL20noshock,3047.84755620777,no_shock,Midbrain,#ff9da7
570,SCm,BL20noshock,647.62210864273,no_shock,Midbrain,#ff9da7
571,PAG,BL20noshock,353.953358046131,no_shock,Midbrain,#ff9da7
572,PRT,BL20noshock,1135.85893983548,no_shock,Midbrain,#ff9da7
574,CUN,BL20noshock,167.730110740927,no_shock,Midbrain,#ff9da7
593,DR,BL20noshock,33.8933184265504,no_shock,Midbrain,#ff9da7
596,MOs,BL19noshock,361.070213428776,no_shock,Isocortex,#e15759
599,VISC,BL19noshock,146.789891023715,no_shock,Isocortex,#e15759
600,AUDd,BL19noshock,477.943029997479,no_shock,Isocortex,#e15759
602,AUDpo,BL19noshock,338.030734206032,no_shock,Isocortex,#e15759
603,AUDv,BL19noshock,549.602839276661,no_shock,Isocortex,#e15759
604,VISal,BL19noshock,1140.56762956831,no_shock,Isocortex,#e15759
605,VISam,BL19noshock,1215.39230384807,no_shock,Isocortex,#e15759
606,VISl,BL19noshock,930.813538043673,no_shock,Isocortex,#e15759
607,VISp,BL19noshock,897.334219246607,no_shock,Isocortex,#e15759
608,VISpl,BL19noshock,379.398340374719,no_shock,Isocortex,#e15759
611,ACA,BL19noshock,1108.43768135554,no_shock,Isocortex,#e15759
612,PL,BL19noshock,775.830327890589,no_shock,Isocortex,#e15759
614,ORB,BL19noshock,506.5293963747,no_shock,Isocortex,#e15759
615,AI,BL19noshock,593.528894539426,no_shock,Isocortex,#e15759
616,RSP,BL19noshock,822.166909153259,no_shock,Isocortex,#e15759
618,VISrl,BL19noshock,1450.04714312653,no_shock,Isocortex,#e15759
619,PERI,BL19noshock,919.29160470461,no_shock,Isocortex,#e15759
621,MOB,BL19noshock,1478.14374653907,no_shock,Olfactory areas,#76b7b2
622,AOB,BL19noshock,1102.83011509087,no_shock,Olfactory areas,#76b7b2
623,AON,BL19noshock,1143.3140697125,no_shock,Olfactory areas,#76b7b2
624,TT,BL19noshock,1308.37329761987,no_shock,Olfactory areas,#76b7b2
625,DP,BL19noshock,385.57413292801,no_shock,Olfactory areas,#76b7b2
626,PIR,BL19noshock,1384.0466302093,no_shock,Olfactory areas,#76b7b2
627,NLOT,BL19noshock,1286.71575327367,no_shock,Olfactory areas,#76b7b2
628,COA,BL19noshock,408.010042441271,no_shock,Olfactory areas,#76b7b2
629,PAA,BL19noshock,288.791885686546,no_shock,Olfactory areas,#76b7b2
630,TR,BL19noshock,270.84140067489,no_shock,Olfactory areas,#76b7b2
632,DG,BL19noshock,1510.34392949397,no_shock,Hippocampal formation,#edc948
635,ENT,BL19noshock,659.666053480639,no_shock,Hippocampal formation,#edc948
636,PAR,BL19noshock,807.294549480001,no_shock,Hippocampal formation,#edc948
637,POST,BL19noshock,613.789678060233,no_shock,Hippocampal formation,#edc948
638,PRE,BL19noshock,1616.69737168861,no_shock,Hippocampal formation,#edc948
639,SUB,BL19noshock,1981.02718552228,no_shock,Hippocampal formation,#edc948
643,CLA,BL19noshock,1742.05891137462,no_shock,Cortical subplate,#59a14f
644,EP,BL19noshock,867.955156167648,no_shock,Cortical subplate,#59a14f
645,LA,BL19noshock,585.590581410231,no_shock,Cortical subplate,#59a14f
646,BLA,BL19noshock,676.203863935085,no_shock,Cortical subplate,#59a14f
647,BMA,BL19noshock,462.691063151656,no_shock,Cortical subplate,#59a14f
650,ACB,BL19noshock,1505.39095799258,no_shock,Striatum,#9c755f
654,LS,BL19noshock,1385.78508998751,no_shock,Striatum,#9c755f
658,BA,BL19noshock,4029.31379080609,no_shock,Striatum,#9c755f
660,IA,BL19noshock,908.316775475452,no_shock,Striatum,#9c755f
661,MEA,BL19noshock,1072.5100784961,no_shock,Striatum,#9c755f
666,MSC,BL19noshock,659.748788702361,no_shock,Pallidum,#bab0ac
669,BAC,BL19noshock,1693.28760411563,no_shock,Pallidum,#bab0ac
674,SPF,BL19noshock,4725.31356407049,no_shock,Thalamus,#b07aa1
675,SPA,BL19noshock,26.7670430782097,no_shock,Thalamus,#b07aa1
681,POL,BL19noshock,1154.01953418484,no_shock,Thalamus,#b07aa1
686,AM,BL19noshock,594.877290251942,no_shock,Thalamus,#b07aa1
688,IAM,BL19noshock,0.0,no_shock,Thalamus,#b07aa1
689,IAD,BL19noshock,2090.82614709951,no_shock,Thalamus,#b07aa1
691,IMD,BL19noshock,0.0,no_shock,Thalamus,#b07aa1
692,MD,BL19noshock,514.059856381418,no_shock,Thalamus,#b07aa1
694,PR,BL19noshock,43.1933860127668,no_shock,Thalamus,#b07aa1
695,PVT,BL19noshock,155.981842738619,no_shock,Thalamus,#b07aa1
696,PT,BL19noshock,1192.94982881779,no_shock,Thalamus,#b07aa1
697,RE,BL19noshock,64.9165094288187,no_shock,Thalamus,#b07aa1
699,RH,BL19noshock,0.0,no_shock,Thalamus,#b07aa1
700,CM,BL19noshock,28.3619846003287,no_shock,Thalamus,#b07aa1
711,LH,BL19noshock,1071.48893926996,no_shock,Thalamus,#b07aa1
717,ADP,BL19noshock,119.796773330955,no_shock,Hypothalamus,#f28e2b
720,AVPV,BL19noshock,9.48499444238635,no_shock,Hypothalamus,#f28e2b
721,DMH,BL19noshock,1925.33205996556,no_shock,Hypothalamus,#f28e2b
723,MPO,BL19noshock,1399.87390271109,no_shock,Hypothalamus,#f28e2b
726,PS,BL19noshock,550.932568149209,no_shock,Hypothalamus,#f28e2b
728,PVp,BL19noshock,6.80754502907395,no_shock,Hypothalamus,#f28e2b
735,AHN,BL19noshock,1015.82514926528,no_shock,Hypothalamus,#f28e2b
738,SUM,BL19noshock,261.943944677984,no_shock,Hypothalamus,#f28e2b
739,TM,BL19noshock,129.49507955486,no_shock,Hypothalamus,#f28e2b
741,PMd,BL19noshock,391.716821381207,no_shock,Hypothalamus,#f28e2b
742,PMv,BL19noshock,227.985180963236,no_shock,Hypothalamus,#f28e2b
743,PVHd,BL19noshock,380.118787120977,no_shock,Hypothalamus,#f28e2b
744,VMH,BL19noshock,168.459473213188,no_shock,Hypothalamus,#f28e2b
745,PH,BL19noshock,648.980123514108,no_shock,Hypothalamus,#f28e2b
746,LHA,BL19noshock,4708.00121691512,no_shock,Hypothalamus,#f28e2b
747,LPO,BL19noshock,4163.89796925032,no_shock,Hypothalamus,#f28e2b
748,PST,BL19noshock,3605.6338028169,no_shock,Hypothalamus,#f28e2b
749,PSTN,BL19noshock,834.029471714507,no_shock,Hypothalamus,#f28e2b
753,TU,BL19noshock,1010.10137160343,no_shock,Hypothalamus,#f28e2b
754,ZI,BL19noshock,1529.36868972893,no_shock,Hypothalamus,#f28e2b
756,SCs,BL19noshock,1219.53156014295,no_shock,Midbrain,#ff9da7
757,IC,BL19noshock,1488.31058296856,no_shock,Midbrain,#ff9da7
764,VTA,BL19noshock,4450.4332737069,no_shock,Midbrain,#ff9da7
768,SCm,BL19noshock,1068.19079027814,no_shock,Midbrain,#ff9da7
769,PAG,BL19noshock,643.622828252212,no_shock,Midbrain,#ff9da7
770,PRT,BL19noshock,1362.49953889852,no_shock,Midbrain,#ff9da7
772,CUN,BL19noshock,634.743360254881,no_shock,Midbrain,#ff9da7
791,DR,BL19noshock,0.0,no_shock,Midbrain,#ff9da7
794,MOs,BL15noshock,217.461080343698,no_shock,Isocortex,#e15759
797,VISC,BL15noshock,115.390983852867,no_shock,Isocortex,#e15759
798,AUDd,BL15noshock,225.359213511469,no_shock,Isocortex,#e15759
800,AUDpo,BL15noshock,192.327831531018,no_shock,Isocortex,#e15759
801,AUDv,BL15noshock,185.567010309279,no_shock,Isocortex,#e15759
802,VISal,BL15noshock,274.221579023869,no_shock,Isocortex,#e15759
803,VISam,BL15noshock,70.8217319911471,no_shock,Isocortex,#e15759
804,VISl,BL15noshock,95.5069265419404,no_shock,Isocortex,#e15759
805,VISp,BL15noshock,61.4835097401086,no_shock,Isocortex,#e15759
806,VISpl,BL15noshock,100.086678749159,no_shock,Isocortex,#e15759
809,ACA,BL15noshock,162.010317903954,no_shock,Isocortex,#e15759
810,PL,BL15noshock,339.768276795677,no_shock,Isocortex,#e15759
812,ORB,BL15noshock,1056.66942317707,no_shock,Isocortex,#e15759
813,AI,BL15noshock,335.288454517508,no_shock,Isocortex,#e15759
814,RSP,BL15noshock,47.5094243930644,no_shock,Isocortex,#e15759
816,VISrl,BL15noshock,108.617763530077,no_shock,Isocortex,#e15759
817,PERI,BL15noshock,549.411923752873,no_shock,Isocortex,#e15759
819,MOB,BL15noshock,364.80996270529,no_shock,Olfactory areas,#76b7b2
820,AOB,BL15noshock,612.683397272708,no_shock,Olfactory areas,#76b7b2
821,AON,BL15noshock,165.933679836199,no_shock,Olfactory areas,#76b7b2
822,TT,BL15noshock,510.49247161469,no_shock,Olfactory areas,#76b7b2
823,DP,BL15noshock,187.481000414537,no_shock,Olfactory areas,#76b7b2
824,PIR,BL15noshock,135.506825679545,no_shock,Olfactory areas,#76b7b2
825,NLOT,BL15noshock,152.374233940304,no_shock,Olfactory areas,#76b7b2
826,COA,BL15noshock,35.0050809970711,no_shock,Olfactory areas,#76b7b2
827,PAA,BL15noshock,6.11199758066764,no_shock,Olfactory areas,#76b7b2
828,TR,BL15noshock,58.4167726945842,no_shock,Olfactory areas,#76b7b2
830,DG,BL15noshock,253.984136291635,no_shock,Hippocampal formation,#edc948
833,ENT,BL15noshock,135.31611353449,no_shock,Hippocampal formation,#edc948
834,PAR,BL15noshock,259.154601334227,no_shock,Hippocampal formation,#edc948
835,POST,BL15noshock,84.9595882060774,no_shock,Hippocampal formation,#edc948
836,PRE,BL15noshock,563.293734442946,no_shock,Hippocampal formation,#edc948
837,SUB,BL15noshock,382.958962996377,no_shock,Hippocampal formation,#edc948
841,CLA,BL15noshock,499.059581372446,no_shock,Cortical subplate,#59a14f
842,EP,BL15noshock,271.313593165424,no_shock,Cortical subplate,#59a14f
843,LA,BL15noshock,567.162905771447,no_shock,Cortical subplate,#59a14f
844,BLA,BL15noshock,174.409930323314,no_shock,Cortical subplate,#59a14f
845,BMA,BL15noshock,92.0406953581251,no_shock,Cortical subplate,#59a14f
848,ACB,BL15noshock,225.205798349576,no_shock,Striatum,#9c755f
852,LS,BL15noshock,256.558343317669,no_shock,Striatum,#9c755f
856,BA,BL15noshock,1087.27514990006,no_shock,Striatum,#9c755f
858,IA,BL15noshock,326.994039171163,no_shock,Striatum,#9c755f
859,MEA,BL15noshock,300.781128360398,no_shock,Striatum,#9c755f
864,MSC,BL15noshock,47.7855431069467,no_shock,Pallidum,#bab0ac
867,BAC,BL15noshock,752.572268495835,no_shock,Pallidum,#bab0ac
872,SPF,BL15noshock,686.866945390281,no_shock,Thalamus,#b07aa1
873,SPA,BL15noshock,6.69176076955243,no_shock,Thalamus,#b07aa1
879,POL,BL15noshock,132.556297845556,no_shock,Thalamus,#b07aa1
884,AM,BL15noshock,214.6925558804,no_shock,Thalamus,#b07aa1
886,IAM,BL15noshock,58.2701062215485,no_shock,Thalamus,#b07aa1
887,IAD,BL15noshock,67.810577743768,no_shock,Thalamus,#b07aa1
889,IMD,BL15noshock,25.2701404335423,no_shock,Thalamus,#b07aa1
890,MD,BL15noshock,166.832090593442,no_shock,Thalamus,#b07aa1
892,PR,BL15noshock,10.7983465031917,no_shock,Thalamus,#b07aa1
893,PVT,BL15noshock,81.8904674377751,no_shock,Thalamus,#b07aa1
894,PT,BL15noshock,267.805063612156,no_shock,Thalamus,#b07aa1
895,RE,BL15noshock,58.6342665808685,no_shock,Thalamus,#b07aa1
897,RH,BL15noshock,9.15943135197034,no_shock,Thalamus,#b07aa1
898,CM,BL15noshock,46.0882249755341,no_shock,Thalamus,#b07aa1
909,LH,BL15noshock,72.1194478354782,no_shock,Thalamus,#b07aa1
915,ADP,BL15noshock,17.1138247615651,no_shock,Hypothalamus,#f28e2b
918,AVPV,BL15noshock,4.74249722119318,no_shock,Hypothalamus,#f28e2b
919,DMH,BL15noshock,255.745862601942,no_shock,Hypothalamus,#f28e2b
921,MPO,BL15noshock,136.573063679131,no_shock,Hypothalamus,#f28e2b
924,PS,BL15noshock,53.3160549821816,no_shock,Hypothalamus,#f28e2b
926,PVp,BL15noshock,20.4226350872218,no_shock,Hypothalamus,#f28e2b
933,AHN,BL15noshock,118.90065360357,no_shock,Hypothalamus,#f28e2b
936,SUM,BL15noshock,72.0345847864456,no_shock,Hypothalamus,#f28e2b
937,TM,BL15noshock,35.3168398785983,no_shock,Hypothalamus,#f28e2b
939,PMd,BL15noshock,0.0,no_shock,Hypothalamus,#f28e2b
940,PMv,BL15noshock,0.0,no_shock,Hypothalamus,#f28e2b
941,PVHd,BL15noshock,113.368761071169,no_shock,Hypothalamus,#f28e2b
942,VMH,BL15noshock,23.5843262498463,no_shock,Hypothalamus,#f28e2b
943,PH,BL15noshock,126.974371991891,no_shock,Hypothalamus,#f28e2b
944,LHA,BL15noshock,716.22007441904,no_shock,Hypothalamus,#f28e2b
945,LPO,BL15noshock,166.941167618363,no_shock,Hypothalamus,#f28e2b
946,PST,BL15noshock,338.028169014085,no_shock,Hypothalamus,#f28e2b
947,PSTN,BL15noshock,205.299562268186,no_shock,Hypothalamus,#f28e2b
951,TU,BL15noshock,72.1500979716732,no_shock,Hypothalamus,#f28e2b
952,ZI,BL15noshock,442.019918922977,no_shock,Hypothalamus,#f28e2b
954,SCs,BL15noshock,46.2462810728364,no_shock,Midbrain,#ff9da7
955,IC,BL15noshock,196.010932684908,no_shock,Midbrain,#ff9da7
962,VTA,BL15noshock,892.554547499442,no_shock,Midbrain,#ff9da7
966,SCm,BL15noshock,108.999060232464,no_shock,Midbrain,#ff9da7
967,PAG,BL15noshock,39.5894675112506,no_shock,Midbrain,#ff9da7
968,PRT,BL15noshock,162.897930576562,no_shock,Midbrain,#ff9da7
970,CUN,BL15noshock,75.6429911184574,no_shock,Midbrain,#ff9da7
989,DR,BL15noshock,11.2977728088501,no_shock,Midbrain,#ff9da7
992,MOs,BL11noshock,439.016922119557,no_shock,Isocortex,#e15759
995,VISC,BL11noshock,244.911475932616,no_shock,Isocortex,#e15759
996,AUDd,BL11noshock,476.430552054449,no_shock,Isocortex,#e15759
998,AUDpo,BL11noshock,136.960728514513,no_shock,Isocortex,#e15759
999,AUDv,BL11noshock,257.562954199764,no_shock,Isocortex,#e15759
1000,VISal,BL11noshock,470.787489651599,no_shock,Isocortex,#e15759
1001,VISam,BL11noshock,210.180623973727,no_shock,Isocortex,#e15759
1002,VISl,BL11noshock,291.068728508771,no_shock,Isocortex,#e15759
1003,VISp,BL11noshock,255.14302279816,no_shock,Isocortex,#e15759
1004,VISpl,BL11noshock,46.55194360426,no_shock,Isocortex,#e15759
1007,ACA,BL11noshock,40.6734764358029,no_shock,Isocortex,#e15759
1008,PL,BL11noshock,29.7492961249671,no_shock,Isocortex,#e15759
1010,ORB,BL11noshock,270.708950358417,no_shock,Isocortex,#e15759
1011,AI,BL11noshock,478.074683215759,no_shock,Isocortex,#e15759
1012,RSP,BL11noshock,62.016118864229,no_shock,Isocortex,#e15759
1014,VISrl,BL11noshock,700.584574768999,no_shock,Isocortex,#e15759
1015,PERI,BL11noshock,1873.19183452751,no_shock,Isocortex,#e15759
1017,MOB,BL11noshock,503.712500806467,no_shock,Olfactory areas,#76b7b2
1018,AOB,BL11noshock,149.767052666662,no_shock,Olfactory areas,#76b7b2
1019,AON,BL11noshock,324.501144913314,no_shock,Olfactory areas,#76b7b2
1020,TT,BL11noshock,141.173226718136,no_shock,Olfactory areas,#76b7b2
1021,DP,BL11noshock,102.583943623049,no_shock,Olfactory areas,#76b7b2
1022,PIR,BL11noshock,430.394705135275,no_shock,Olfactory areas,#76b7b2
1023,NLOT,BL11noshock,180.591684669989,no_shock,Olfactory areas,#76b7b2
1024,COA,BL11noshock,63.6977703389326,no_shock,Olfactory areas,#76b7b2
1025,PAA,BL11noshock,39.7279842743396,no_shock,Olfactory areas,#76b7b2
1026,TR,BL11noshock,183.216241633014,no_shock,Olfactory areas,#76b7b2
1028,DG,BL11noshock,814.783369371609,no_shock,Hippocampal formation,#edc948
1031,ENT,BL11noshock,393.053116912683,no_shock,Hippocampal formation,#edc948
1032,PAR,BL11noshock,962.041541643604,no_shock,Hippocampal formation,#edc948
1033,POST,BL11noshock,362.378651736126,no_shock,Hippocampal formation,#edc948
1034,PRE,BL11noshock,1053.40363724567,no_shock,Hippocampal formation,#edc948
1035,SUB,BL11noshock,787.146249883906,no_shock,Hippocampal formation,#edc948
1039,CLA,BL11noshock,740.839999677109,no_shock,Cortical subplate,#59a14f
1040,EP,BL11noshock,639.480551396765,no_shock,Cortical subplate,#59a14f
1041,LA,BL11noshock,526.212515463039,no_shock,Cortical subplate,#59a14f
1042,BLA,BL11noshock,347.845503493985,no_shock,Cortical subplate,#59a14f
1043,BMA,BL11noshock,217.663806590161,no_shock,Cortical subplate,#59a14f
1046,ACB,BL11noshock,598.539311101169,no_shock,Striatum,#9c755f
1050,LS,BL11noshock,342.283366685833,no_shock,Striatum,#9c755f
1054,BA,BL11noshock,959.360426382402,no_shock,Striatum,#9c755f
1056,IA,BL11noshock,435.992052228217,no_shock,Striatum,#9c755f
1057,MEA,BL11noshock,361.489246011121,no_shock,Striatum,#9c755f
1062,MSC,BL11noshock,123.317530598572,no_shock,Pallidum,#bab0ac
1065,BAC,BL11noshock,0.0,no_shock,Pallidum,#bab0ac
1070,SPF,BL11noshock,1646.82556786345,no_shock,Thalamus,#b07aa1
1071,SPA,BL11noshock,26.7670430782097,no_shock,Thalamus,#b07aa1
1077,POL,BL11noshock,335.289459256407,no_shock,Thalamus,#b07aa1
1082,AM,BL11noshock,845.351938779076,no_shock,Thalamus,#b07aa1
1084,IAM,BL11noshock,0.0,no_shock,Thalamus,#b07aa1
1085,IAD,BL11noshock,169.52644435942,no_shock,Thalamus,#b07aa1
1087,IMD,BL11noshock,0.0,no_shock,Thalamus,#b07aa1
1088,MD,BL11noshock,352.653199628413,no_shock,Thalamus,#b07aa1
1090,PR,BL11noshock,32.3950395095751,no_shock,Thalamus,#b07aa1
1091,PVT,BL11noshock,70.1918292323787,no_shock,Thalamus,#b07aa1
1092,PT,BL11noshock,527.494822266368,no_shock,Thalamus,#b07aa1
1093,RE,BL11noshock,23.0348904424841,no_shock,Thalamus,#b07aa1
1095,RH,BL11noshock,0.0,no_shock,Thalamus,#b07aa1
1096,CM,BL11noshock,3.54524807504109,no_shock,Thalamus,#b07aa1
1107,LH,BL11noshock,113.330560884323,no_shock,Thalamus,#b07aa1
1113,ADP,BL11noshock,34.2276495231301,no_shock,Hypothalamus,#f28e2b
1116,AVPV,BL11noshock,151.759911078182,no_shock,Hypothalamus,#f28e2b
1117,DMH,BL11noshock,1201.52301486573,no_shock,Hypothalamus,#f28e2b
1119,MPO,BL11noshock,605.266986759783,no_shock,Hypothalamus,#f28e2b
1122,PS,BL11noshock,159.948164946545,no_shock,Hypothalamus,#f28e2b
1124,PVp,BL11noshock,279.109346192032,no_shock,Hypothalamus,#f28e2b
1131,AHN,BL11noshock,480.772208049218,no_shock,Hypothalamus,#f28e2b
1134,SUM,BL11noshock,242.298148827135,no_shock,Hypothalamus,#f28e2b
1135,TM,BL11noshock,258.990159109721,no_shock,Hypothalamus,#f28e2b
1137,PMd,BL11noshock,378.659594001834,no_shock,Hypothalamus,#f28e2b
1138,PMv,BL11noshock,63.8358506697062,no_shock,Hypothalamus,#f28e2b
1139,PVHd,BL11noshock,133.375013024904,no_shock,Hypothalamus,#f28e2b
1140,VMH,BL11noshock,181.936231070243,no_shock,Hypothalamus,#f28e2b
1141,PH,BL11noshock,529.701168006574,no_shock,Hypothalamus,#f28e2b
1142,LHA,BL11noshock,1660.69598183988,no_shock,Hypothalamus,#f28e2b
1143,LPO,BL11noshock,931.018050179331,no_shock,Hypothalamus,#f28e2b
1144,PST,BL11noshock,788.732394366197,no_shock,Hypothalamus,#f28e2b
1145,PSTN,BL11noshock,859.69191699803,no_shock,Hypothalamus,#f28e2b
1149,TU,BL11noshock,298.907548739789,no_shock,Hypothalamus,#f28e2b
1150,ZI,BL11noshock,1192.54344258625,no_shock,Hypothalamus,#f28e2b
1152,SCs,BL11noshock,506.996266576281,no_shock,Midbrain,#ff9da7
1153,IC,BL11noshock,486.810522094903,no_shock,Midbrain,#ff9da7
1160,VTA,BL11noshock,2031.89837080518,no_shock,Midbrain,#ff9da7
1164,SCm,BL11noshock,519.170908430319,no_shock,Midbrain,#ff9da7
1165,PAG,BL11noshock,148.75448436158,no_shock,Midbrain,#ff9da7
1166,PRT,BL11noshock,455.937142646355,no_shock,Midbrain,#ff9da7
1168,CUN,BL11noshock,302.571964473829,no_shock,Midbrain,#ff9da7
1187,DR,BL11noshock,0.0,no_shock,Midbrain,#ff9da7
1190,MOs,BL7noshock,1048.25892663324,no_shock,Isocortex,#e15759
1193,VISC,BL7noshock,1287.35519400477,no_shock,Isocortex,#e15759
1194,AUDd,BL7noshock,1783.21149483237,no_shock,Isocortex,#e15759
1196,AUDpo,BL7noshock,1322.98235628913,no_shock,Isocortex,#e15759
1197,AUDv,BL7noshock,1218.86090924455,no_shock,Isocortex,#e15759
1198,VISal,BL7noshock,1929.2580117166,no_shock,Isocortex,#e15759
1199,VISam,BL7noshock,1274.79117584065,no_shock,Isocortex,#e15759
1200,VISl,BL7noshock,1626.64971713495,no_shock,Isocortex,#e15759
1201,VISp,BL7noshock,1090.72287983884,no_shock,Isocortex,#e15759
1202,VISpl,BL7noshock,204.828551858744,no_shock,Isocortex,#e15759
1205,ACA,BL7noshock,929.337667470152,no_shock,Isocortex,#e15759
1206,PL,BL7noshock,743.732403124177,no_shock,Isocortex,#e15759
1208,ORB,BL7noshock,711.660880238178,no_shock,Isocortex,#e15759
1209,AI,BL7noshock,802.288958279773,no_shock,Isocortex,#e15759
1210,RSP,BL7noshock,782.817500400225,no_shock,Isocortex,#e15759
1212,VISrl,BL7noshock,1484.44276824439,no_shock,Isocortex,#e15759
1213,PERI,BL7noshock,3209.94997972151,no_shock,Isocortex,#e15759
1215,MOB,BL7noshock,479.290076524941,no_shock,Olfactory areas,#76b7b2
1216,AOB,BL7noshock,884.987129393911,no_shock,Olfactory areas,#76b7b2
1217,AON,BL7noshock,531.14285368129,no_shock,Olfactory areas,#76b7b2
1218,TT,BL7noshock,535.701976385786,no_shock,Olfactory areas,#76b7b2
1219,DP,BL7noshock,385.57413292801,no_shock,Olfactory areas,#76b7b2
1220,PIR,BL7noshock,571.170325980975,no_shock,Olfactory areas,#76b7b2
1221,NLOT,BL7noshock,231.383095983424,no_shock,Olfactory areas,#76b7b2
1222,COA,BL7noshock,177.320820132704,no_shock,Olfactory areas,#76b7b2
1223,PAA,BL7noshock,131.407947984354,no_shock,Olfactory areas,#76b7b2
1224,TR,BL7noshock,212.424627980306,no_shock,Olfactory areas,#76b7b2
1226,DG,BL7noshock,1144.764983597,no_shock,Hippocampal formation,#edc948
1229,ENT,BL7noshock,418.341152981629,no_shock,Hippocampal formation,#edc948
1230,PAR,BL7noshock,1331.19701692545,no_shock,Hippocampal formation,#edc948
1231,POST,BL7noshock,1080.20047862013,no_shock,Hippocampal formation,#edc948
1232,PRE,BL7noshock,1594.52045300976,no_shock,Hippocampal formation,#edc948
1233,SUB,BL7noshock,920.460123920338,no_shock,Hippocampal formation,#edc948
1237,CLA,BL7noshock,1441.38326297011,no_shock,Cortical subplate,#59a14f
1238,EP,BL7noshock,1049.86564311838,no_shock,Cortical subplate,#59a14f
1239,LA,BL7noshock,814.912767137314,no_shock,Cortical subplate,#59a14f
1240,BLA,BL7noshock,1019.17758166585,no_shock,Cortical subplate,#59a14f
1241,BMA,BL7noshock,388.063472320744,no_shock,Cortical subplate,#59a14f
